Name,Display Name,XML Attribute,Type,Filterable,Supports Zero Impressions,Enum Values,Behavior,Notes
AccountCurrencyCode,Currency,currency,String,True,True,,Attribute,"The currency of the Customer account.
"
AccountDescriptiveName,Account,account,String,True,True,,Attribute,"The descriptive name of the Customer account.
"
AccountTimeZoneId,Time zone,timeZone,String,True,True,,Attribute,"Name of the timezone selected for the Customer account. For example: ""(GMT-05:00) Eastern Time"". This field does not reflect the current state of daylight saving time for the timezone.
"
ActiveViewCpm,Active View avg. CPM,activeViewAvgCPM,Money,True,True,,Metric,"Average cost of viewable impressions (ActiveViewImpressions).
"
ActiveViewCtr,Active View viewable CTR,activeViewViewableCTR,Double,True,True,,Metric,"How often people clicked your ad after it became viewable.
"
ActiveViewImpressions,Active View viewable impressions,activeViewViewableImpressions,Long,True,True,,Metric,"How often your ad has become viewable on a Display Network site.
"
ActiveViewMeasurability,Active View measurable impr. / impr.,activeViewMeasurableImprImpr,Double,True,True,,Metric,"The ratio of impressions that could be measured by Active View over the number of served impressions.
"
ActiveViewMeasurableCost,Active View measurable cost,activeViewMeasurableCost,Money,True,True,,Metric,"The cost of the impressions you received that were measurable by Active View.
"
ActiveViewMeasurableImpressions,Active View measurable impr.,activeViewMeasurableImpr,Long,True,True,,Metric,"The number of times your ads are appearing on placements in positions where they can be seen.
"
ActiveViewViewability,Active View viewable impr. / measurable impr.,activeViewViewableImprMeasurableImpr,Double,True,True,,Metric,"The percentage of time when your ad appeared on an Active View enabled site (measurable impressions) and was viewable (viewable impressions).
"
AdGroupId,Ad group ID,adGroupID,Long,True,True,,Attribute,"The ID of the AdGroup.
"
AdGroupName,Ad group,adGroup,String,True,True,,Attribute,"The name of the AdGroup.
"
AdGroupStatus,Ad group state,adGroupState,AdGroupStatus,True,True,"UNKNOWN / unknown
ENABLED / enabled
PAUSED / paused
REMOVED / removed
",Attribute,"Status of the ad group.
"
AdNetworkType1,Network,network,AdNetworkType1,True,True,"UNKNOWN / unknown
SEARCH / Search Network
CONTENT / Display Network
YOUTUBE_SEARCH / YouTube Search
YOUTUBE_WATCH / YouTube Videos
",Segment,"First level network type.
"
AdNetworkType2,Network (with search partners),networkWithSearchPartners,AdNetworkType2,True,True,"UNKNOWN / unknown
SEARCH / Google search
SEARCH_PARTNERS / Search partners
CONTENT / Display Network
YOUTUBE_SEARCH / YouTube Search
YOUTUBE_WATCH / YouTube Videos
",Segment,"Second level network type (includes search partners).
"
AllConversionRate,All conv. rate,allConvRate,Double,True,True,,Metric,"AllConversions divided by total clicks that can be conversion-tracked. This is how often a click on your ad resulted in a conversion. Percentage returned as ""x.xx%"".
"
AllConversions,All conv.,allConv,Double,True,True,,Metric,"Best estimate of the total number of conversions that AdWords drives. Includes website, cross-device, and phone call conversions.
"
AllConversionValue,All conv. value,allConvValue,Double,True,True,,Metric,"The total value of all of your conversions, including those that are estimated.
"
AverageCost,Avg. Cost,avgCost,Money,True,True,,Metric,"The average amount you pay per interaction. This amount is the total cost of your ads divided by the total number of interactions.
"
AverageCpc,Avg. CPC,avgCPC,Money,True,True,,Metric,"The total cost of all clicks divided by the total number of clicks received.
"
AverageCpe,Avg. CPE,avgCPE,Double,True,True,,Metric,"The average amount that you’ve been charged for an ad engagement. This amount is the total cost of all ad engagements divided by the total number of ad engagements.
"
AverageCpm,Avg. CPM,avgCPM,Money,True,True,,Metric,"Average Cost-per-thousand impressions (CPM).
"
AverageCpv,Avg. CPV,avgCPV,Double,True,True,,Metric,"The average amount you pay each time someone views your ad. The average CPV is defined by the total cost of all ad views divided by the number of views.
"
BidModifier,Bid adj.,bidAdj,Double,True,True,,Attribute,"The bid modifier. To filter by this field, use values greater than 0 and less than or equal to 1. Percentage returned as ""x.xx%"".
"
BidType,Conversion optimizer bid type,conversionOptimizerBidType,BidType,True,True,"TARGET_CPA / target cpa
",Attribute,"The bid type.
"
CampaignId,Campaign ID,campaignID,Long,True,True,,Attribute,"The ID of the Campaign.
"
CampaignName,Campaign,campaign,String,True,True,,Attribute,"The name of the Campaign.
"
CampaignStatus,Campaign state,campaignState,CampaignStatus,True,True,"UNKNOWN / unknown
ENABLED / enabled
PAUSED / paused
REMOVED / removed
",Attribute,"The status of the Campaign.
"
ClickConversionRate,Click conversion rate,clickConversionRate,Double,True,True,,Metric,"The number of converted clicks divided by your total clicks that can be tracked to a conversion. This is how often a click on your ad resulted in a conversion. Percentage returned as ""x.xx%"".
"
Clicks,Clicks,clicks,Long,True,True,,Metric,"The number of clicks.
"
ClickType,Click type,clickType,ClickType,True,False,"URL_CLICKS / Headline
CALLS / Phone calls
OTHER / Other
PRODUCT_EXTENSION_CLICKS / Product plusbox offer
SITELINKS / Sitelink
PRODUCT_LISTING_AD_CLICKS / Product listing ad
GET_DIRECTIONS / Driving direction
OFFER_PRINTS / Print offer
BREADCRUMBS / Breadcrumbs
CALL_TRACKING / Manually dialed phone calls
MOBILE_CALL_TRACKING / Mobile phone calls
LOCATION_EXPANSION / Get location details
VIDEO_WEBSITE_CLICKS / Website
VIDEO_CALL_TO_ACTION_CLICKS / Call-to-Action overlay
VIDEO_APP_STORE_CLICKS / App store
VIDEO_CARD_ACTION_HEADLINE_CLICKS / Cards
CLICK_ON_ENGAGEMENT_AD / Click on engagement ad
UNKNOWN / unknown
",Segment,"The Impressions field will reflect how often the ad was served with that click type available. Since ads can serve with multiple click types displayed, impressions may be double counted and the totals may not be accurate.
"
ConversionCategoryName,Conversion category,conversionCategory,String,True,False,,Segment,"A category that describes the action the user will take to complete a conversion. Prevents zero-conversion rows from being returned. Values: ""Download"", ""Lead"", ""Purchase/Sale"", ""Signup"", ""View of a key page"", and ""Other"".
"
ConversionRate,Conv. rate,convRate,Double,True,True,,Metric,"The number of conversions divided by total clicks that can be tracked to conversions. Percentage returned as ""x.xx%"".
"
Conversions,Conversions,conversions,Double,True,True,,Metric,"The number of conversions for all conversion actions that you have opted into optimization.
"
ConversionTrackerId,Conversion Tracker Id,conversionTrackerId,Long,True,False,,Segment,"ID of the conversion tracker.
"
ConversionTypeName,Conversion name,conversionName,String,True,False,,Attribute,"The name of the conversion type. Prevents zero-conversion rows from being returned.
"
ConversionValue,Total conv. value,totalConvValue,Double,True,True,,Metric,"The sum of conversion values for all conversions.
"
ConvertedClicks,Converted clicks,convertedClicks,Long,True,True,,Metric,"The number of clicks that converted within your chosen conversion window.
"
Cost,Cost,cost,Money,True,True,,Metric,"The sum of your cost-per-click (CPC) and cost-per-thousand impressions (CPM) costs during this period.
"
CostPerAllConversion,Cost / all conv.,costAllConv,Money,True,True,,Metric,"Total cost divided by all conversions.
"
CostPerConversion,Cost / conv.,costConv,Money,True,True,,Metric,"Total cost divided by total ConversionValue.
"
CostPerConvertedClick,Cost / converted click,costConvertedClick,Money,True,True,,Metric,"Cost divided by your total converted clicks.
"
CpcBid,Max. CPC,maxCPC,Money,True,True,,Attribute,"Cost per click bid. Values can be one of: a) a money amount in micros, b) ""auto: x"" or ""auto"" if AdWords is automatically setting the bid via the chosen bidding strategy, or c) ""--"" if no CPC bid applies to the row.
"
CpcBidSource,Max CPC source,maxCPCSource,BidSource,True,True,"ADGROUP / ad groups
CRITERION / ad group criteria
",Attribute,"Source of the CPC bid.
"
CpmBid,Max. CPM,maxCPM,Money,True,True,,Attribute,"CPM (cost per thousand impressions) bid.
"
CpmBidSource,Max CPM Source,maxCPMSource,BidSource,True,True,"ADGROUP / ad groups
CRITERION / ad group criteria
",Attribute,"Source of the CPM bid.
"
Criteria,Placement,placement,String,True,True,,Attribute,"Descriptive string for the Criterion.
"
CriteriaDestinationUrl,Destination URL,destinationURL,String,True,True,,Attribute,"Destination URL of the criterion that triggered ads.
"
CrossDeviceConversions,Cross-device conv.,crossDeviceConv,Double,True,True,,Metric,"Conversions from when a customer clicks on an AdWords ad on one device, then converts on a different device or browser. Cross-device conversions are already included in your AllConversions column.
"
Ctr,CTR,ctr,Double,True,True,,Metric,"The number of clicks your ad receives (Clicks) divided by the number of times your ad is shown (Impressions). Percentage returned as ""x.xx%"".
"
CustomerDescriptiveName,Client name,clientName,String,True,True,,Attribute,"The descriptive name of the Customer.
"
Date,Day,day,Date,True,True,,Segment,"The date formatted as yyyy-MM-dd.
"
DayOfWeek,Day of week,dayOfWeek,DayOfWeek,True,True,"MONDAY / Monday
TUESDAY / Tuesday
WEDNESDAY / Wednesday
THURSDAY / Thursday
FRIDAY / Friday
SATURDAY / Saturday
SUNDAY / Sunday
",Segment,"The name of the day of the week, e.g., ""Monday"".
"
Device,Device,device,DeviceType,True,True,"UNKNOWN / Other
DESKTOP / Computers
HIGH_END_MOBILE / Mobile devices with full browsers
TABLET / Tablets with full browsers
",Segment,"Device type where the impression was shown.
"
DisplayName,Criteria Display Name,criteriaDisplayName,String,True,True,,Attribute,"Descriptive name for the criterion.
"
EngagementRate,Engagement rate,engagementRate,Double,True,True,,Metric,"How often people engage with your ad after it's shown to them. This is the number of ad expansions divided by the number of times your ad is shown. Percentage returned as ""x.xx%"".
"
Engagements,Engagements,engagements,Long,True,True,,Metric,"The number of engagements. An engagement occurs when a viewer expands your Lightbox ad. Also, in the future, other ad types may support engagement metrics.
"
ExternalCustomerId,Customer ID,customerID,Long,True,True,,Attribute,"The Customer ID.
"
FinalAppUrls,App final URL,appFinalURL,AppUrlList,True,True,,Attribute,"List of final app URLs of the main object of this row.
Starting with v201509, AppUrlList elements are returned in JSON list format. In v201506 and earlier, these elements are delimited by the semicolon character (;)."
FinalMobileUrls,Mobile final URL,mobileFinalURL,UrlList,True,True,,Attribute,"List of final mobile URLs of the main object of this row.
Starting with v201509, UrlList elements are returned in JSON list format. In v201506 and earlier, these elements are delimited by the semicolon character (;)."
FinalUrls,Final URL,finalURL,UrlList,True,True,,Attribute,"List of final URLs of the main object of this row.
Starting with v201509, UrlList elements are returned in JSON list format. In v201506 and earlier, these elements are delimited by the semicolon character (;)."
GmailForwards,Gmail forwards,gmailForwards,Long,True,True,,Metric,"The number of times your ad was forwarded to someone else as a message.
"
GmailSaves,Gmail saves,gmailSaves,Long,True,True,,Metric,"The number of times someone has saved your Gmail ad to their inbox as a message.
"
GmailSecondaryClicks,Gmail clicks to website,gmailClicksToWebsite,Long,True,True,,Metric,"The number of clicks to your landing page on the expanded state of Gmail ads.
"
Id,Criterion ID,criterionID,Long,True,True,,Attribute,"ID of the main object of this row.
"
Impressions,Impressions,impressions,Long,True,True,,Metric,"Count of how often your ad has appeared on a search results page or website on the Google Network.
"
InteractionRate,Interaction Rate,interactionRate,Double,True,True,,Metric,"How often people interact with your ad after it is shown to them. This is the number of interactions divided by the number of times your ad is shown. Percentage returned as ""x.xx%"".
"
Interactions,Interactions,interactions,Long,True,True,,Metric,"The number of interactions. An interaction is the main user action associated with an ad format—clicks for text and shopping ads, views for video ads, and so on.
"
IsNegative,Is negative,isNegative,Enum,True,True,"TRUE / true
FALSE / false
",Attribute,"Indicates if the criterion for this row is a negative (exclusion) criterion.
"
IsRestrict,Is restricting,isRestricting,Enum,True,True,"TRUE / true
FALSE / false
",Attribute,"A value of 'true' indicates that the criterion type is used for bidding and restricting targeting. A value of 'false' indicates that the criterion type is used only for bidding. This will have the opposite value from that of targetAll for the criteria's corresponding AdGroup.TargetingSettingDetail. For example, if the TargetingSettingDetail for criterionTypeGroup = PLACEMENT has targetAll = true, then the IsRestrict field will be false for Placement criteria.
"
Month,Month,month,String,True,True,,Segment,"The first day of the month, formatted as yyyy-MM-dd.
"
MonthOfYear,Month of Year,monthOfYear,MonthOfYear,True,True,"JANUARY / January
FEBRUARY / February
MARCH / March
APRIL / April
MAY / May
JUNE / June
JULY / July
AUGUST / August
SEPTEMBER / September
OCTOBER / October
NOVEMBER / November
DECEMBER / December
",Segment,"The name of the month of the year, e.g., ""December"".
"
PrimaryCompanyName,Company name,companyName,String,True,True,,Attribute,"Company name of the account.
"
Quarter,Quarter,quarter,String,True,True,,Segment,"The first day of the quarter, formatted as yyyy-MM-dd. Uses the calendar year for quarters, e.g., the second quarter of 2014 starts on 2014-04-01.
"
Status,Placement state,placementState,UserStatus,True,True,"ENABLED / enabled
REMOVED / removed
PAUSED / paused
",Attribute,"The status of the main object in this row. For example, in a Campaign Performance Report this will be the status of each row's Campaign. In an Ad Group Performance Report this will be the status of each row's AdGroup.
"
TrackingUrlTemplate,Tracking template,trackingTemplate,String,True,True,,Attribute,"Tracking template of the main object of this row.
"
UrlCustomParameters,Custom parameter,customParameter,CustomParameters,True,True,,Attribute,"Custom URL parameters of the main object of this row.
Starting with v201509, CustomParameters elements are returned in JSON map format. In v201506 and earlier, these elements are delimited by the semicolon character (;)."
ValuePerAllConversion,Value / all conv.,valueAllConv,Double,True,True,,Metric,"The value, on average, of all conversions.
"
ValuePerConversion,Value / conv.,valueConv,Double,True,True,,Metric,"The total value of your conversions divided by the total number of converted clicks.
"
ValuePerConvertedClick,Value / converted click,valueConvertedClick,Double,True,True,,Metric,"The total value of all conversions divided by the total number of converted clicks.
"
VideoQuartile100Rate,Video played to 100%,videoPlayedTo100,Double,True,True,,Metric,"Percentage of impressions where the viewer watched all of your video. Percentage returned as ""x.xx%"".
"
VideoQuartile25Rate,Video played to 25%,videoPlayedTo25,Double,True,True,,Metric,"Percentage of impressions where the viewer watched 25% of your video. Percentage returned as ""x.xx%"".
"
VideoQuartile50Rate,Video played to 50%,videoPlayedTo50,Double,True,True,,Metric,"Percentage of impressions where the viewer watched 50% of your video. Percentage returned as ""x.xx%"".
"
VideoQuartile75Rate,Video played to 75%,videoPlayedTo75,Double,True,True,,Metric,"Percentage of impressions where the viewer watched 75% of your video. Percentage returned as ""x.xx%"".
"
VideoViewRate,View rate,viewRate,Double,True,True,,Metric,"The number of views your TrueView video ad receives divided by its number of impressions, including thumbnail impressions for TrueView in-display ads. Percentage returned as ""x.xx%"".
"
VideoViews,Views,views,Long,True,True,,Metric,"The number of times your video ads were viewed.
"
ViewThroughConversions,View-through conv.,viewThroughConv,Long,True,True,,Metric,"The total number of view-through conversions. These happen when a customer sees an image or rich media ad, then later completes a conversion on your site without interacting with (e.g. clicking on) another ad.
"
Week,Week,week,String,True,True,,Segment,"The date for the Monday of the week, formatted as yyyy-MM-dd.
"
Year,Year,year,Integer,True,True,,Segment,"The year, formatted as yyyy.
"
