Name,Display Name,XML Attribute,Type,Filterable,Supports Zero Impressions,Enum Values,Behavior,Notes
AccountCurrencyCode,Currency,currency,String,True,True,,Attribute,"The currency of the Customer account.
"
AccountDescriptiveName,Account,account,String,True,True,,Attribute,"The descriptive name of the Customer account.
"
AccountTimeZoneId,Time zone,timeZone,String,True,True,,Attribute,"Name of the timezone of the Customer account. For example: ""(GMT-05:00) Eastern Time"".
"
CampaignId,Campaign ID,campaignID,Long,True,True,,Attribute,"The ID of the Campaign.
"
CustomerDescriptiveName,Client name,clientName,String,True,True,,Attribute,"The descriptive name of the Customer.
"
ExternalCustomerId,Customer ID,customerID,Long,True,True,,Attribute,"The Customer ID.
"
Id,Keyword ID,keywordID,Long,True,True,,Attribute,
IsNegative,Is negative,isNegative,Enum,True,True,"TRUE / true
FALSE / false
",Attribute,"Predicate values / display values:
TRUE / true
FALSE / false
"
KeywordMatchType,Match type,matchType,KeywordMatchType,True,True,"EXACT / Exact
PHRASE / Phrase
BROAD / Broad
",Attribute,"The match type for the Keyword.
Predicate values / display values:
EXACT / Exact
PHRASE / Phrase
BROAD / Broad
"
KeywordText,Negative keyword,negativeKeyword,String,True,True,,Attribute,"The text of the Keyword.
"
PlacementUrl,Negative keyword,negativeKeyword,String,True,True,,Attribute,
PrimaryCompanyName,Company name,companyName,String,True,True,,Attribute,
UserListId,Negative keyword,negativeKeyword,Long,False,True,,Attribute,"The ID of the UserList (audience).
"
