Name,Display Name,XML Attribute,Type,Supports Zero Impressions,Enum Values,Behavior,Notes
EstimatedCrossDeviceConversions,Est. cross-device conv.,estCrossDeviceConv,Long,True,,Metric,
EstimatedTotalConversionRate,Est. total conv. rate,estTotalConvRate,Double,True,,Metric,
EstimatedTotalConversionValue,Est. total conv. value,estTotalConvValue,Double,True,,Metric,
EstimatedTotalConversionValuePerClick,Est. total conv. value / click,estTotalConvValueClick,Double,True,,Metric,
EstimatedTotalConversionValuePerCost,Est. total conv. value / cost,estTotalConvValueCost,Double,True,,Metric,
EstimatedTotalConversions,Est. total conv.,estTotalConv,Long,True,,Metric,
ExternalCustomerId,Customer ID,customerID,Long,True,,Attribute,
HourOfDay,Hour of day,hourOfDay,Integer,False,,Segment,
Impressions,Impressions,impressions,Long,True,,Metric,
InvalidClickRate,Invalid click rate,invalidClickRate,Double,True,,Metric,"Percentage returned as ""x.xx%"".
"
InvalidClicks,Invalid clicks,invalidClicks,Long,True,,Metric,
Month,Month,month,String,True,,Segment,
MonthOfYear,Month of Year,monthOfYear,MonthOfYear,True,"JANUARY / January
FEBRUARY / February
MARCH / March
APRIL / April
MAY / May
JUNE / June
JULY / July
AUGUST / August
SEPTEMBER / September
OCTOBER / October
NOVEMBER / November
DECEMBER / December
",Segment,"Predicate values / display values:
JANUARY / January
FEBRUARY / February
MARCH / March
APRIL / April
MAY / May
JUNE / June
JULY / July
AUGUST / August
SEPTEMBER / September
OCTOBER / October
NOVEMBER / November
DECEMBER / December
"
PrimaryCompanyName,Company name,companyName,String,True,,Attribute,
Quarter,Quarter,quarter,String,True,,Segment,
SearchBudgetLostImpressionShare,Search Lost IS (budget),searchLostISBudget,Double,True,,Metric,
SearchExactMatchImpressionShare,Search Exact match IS,searchExactMatchIS,Double,True,,Metric,"A percentage returned as ""xx.xx%"", or the special values ""< 10%"" or ""> 90%"". Not compatible with the field ClickType.
"
SearchImpressionShare,Search Impr. share,searchImprShare,Double,True,,Metric,"A percentage returned as ""xx.xx%"", or the special values ""< 10%"" or ""> 90%"". Not compatible with the fields ClickType and HourOfDay on any report. Not compatible with the field Device on the Product Partition Report.
"
SearchRankLostImpressionShare,Search Lost IS (rank),searchLostISRank,Double,True,,Metric,"A percentage returned as ""xx.xx%"", or the special values ""< 10%"" or ""> 90%"". Not compatible with the field ClickType.
"
Slot,Top vs. Other,topVsOther,Slot,True,"SearchRhs / Google search: Side
SearchTop / Google search: Top
SearchOther / Google search: Other
Content / Google Display Network
AfsTop / Search partners: Top
AfsOther / Search partners: Other
Unknown / 
",Segment,"Predicate values / display values:
SearchRhs / Google search: Side
SearchTop / Google search: Top
SearchOther / Google search: Other
Content / Google Display Network
AfsTop / Search partners: Top
AfsOther / Search partners: Other
Unknown / 
"
ValuePerConversion,Value / converted click,valueConvertedClick,Double,True,,Metric,
ValuePerConversionManyPerClick,Value / conv.,valueConv,Double,True,,Metric,
ValuePerEstimatedTotalConversion,Value / est. total conv.,valueEstTotalConv,Double,True,,Metric,
ViewThroughConversions,View-through conv.,viewThroughConv,Long,True,,Metric,
Week,Week,week,String,True,,Segment,
Year,Year,year,Integer,True,,Segment,
